,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added
7597,s7598,TV Show,North & South,Unknown,"Daniela Denby-Ashe, Richard Armitage, Tim Pigott-Smith, Sinéad Cusack, Lesley Manville, Brendan Coyle, Anna Maxwell Martin, Jo Joyner, Pauline Quirke, Kay Lyon",United Kingdom,2017-03-31,2004,NR,1 Season,"British TV Shows, Romantic TV Shows, TV Dramas","When her father moves his family to an industrial mill town, the parson's daughter, Margaret Hale, struggles to adapt to her harsh new surroundings.",2017,3
7599,s7600,Movie,NOVA: Bird Brain,Unknown,Craig Sechler,United States,2019-07-01,2017,TV-G,53 min,"Children & Family Movies, Documentaries",Scientists test avian aptitude and challenge concepts of intelligence with examples ranging from puzzle-solving crows to parrots with a sense of time.,2019,7
7610,s7611,Movie,NOVA: Killer Floods,Unknown,Craig Sechler,United States,2019-07-01,2017,TV-PG,54 min,Documentaries,Scientists search for evidence left behind by the world’s greatest floods and predict if climate change will cause even greater aquatic disasters.,2019,7
7623,s7624,TV Show,NSU German History X,Unknown,"Anna Maria Mühe, Albrecht Schuch, Sebastian Urzendowsky, Almila Bagriacik, Tom Schilling, André Hennicke, Florian Lukas, Liv Lisa Fries, Sylvester Groth, Florian Stetter, Nina Gummich, Jonas Leonhardi, Ben Münchow, Maximilian Jaenisch",Germany,2016-07-07,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After German reunification, the neo-Nazi National Socialist Underground begins a killing spree while cops fight an uphill battle to catch them.",2016,7
7627,s7628,TV Show,Nura: Rise of the Yokai Clan: Demon Capital,Unknown,"Jun Fukuyama, Darrel Guilbeau, Eri Kitamura, Grant George, Yui Horie, Cassandra Lee, Hiroki Yasumoto, Kyle Hebert",Japan,2016-12-01,2011,TV-MA,1 Season,"Anime Series, Crime TV Shows","By night, teenage Rikuo becomes a form of demon called yokai, preparing to fulfill his destiny as the head of his legendary yokai clan.",2016,12
7628,s7629,TV Show,Nurse Jackie,Unknown,"Edie Falco, Merritt Wever, Paul Schulze, Peter Facinelli, Stephen Wallem, Eve Best, Dominic Fumusa, Ruby Jerins, Anna Deavere Smith",United States,2015-12-31,2015,TV-MA,7 Seasons,"TV Comedies, TV Dramas",A flawed but dedicated ER nurse works in a New York City hospital and relies on pain meds to get through exhausting days in this Emmy-winning show.,2015,12
7640,s7641,TV Show,OCTB,Unknown,"Jordan Chan, Justin Cheung, Kwok-Kwan Chan, Sam Lee, Alan Kuo, Ken Wong, Samuel Pang, Rose Chan, Hugo Ng, Ng Man-Tat, Chen Yating, Michael Wai-Man Chan, Philip Chan, Ben Ng",Hong Kong,2018-02-05,2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.,2018,2
7646,s7647,TV Show,Oh No! It's an Alien Invasion,Unknown,"Al Mukadam, Dan Chameroy, Seán Cullen, Stacey DePass, Barbara Mamabolo, Robert Tinkler, Ryan Cooley, Brianna Daguanno",Canada,2015-05-31,2014,TV-Y7-FV,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Nate and his Super Wicked Extreme Emergency Team –  S.W.E.E.T. – take on alien invaders who have captured all the world's grownups.,2015,5
7649,s7650,TV Show,Ollie & Moon,Unknown,"Mattea Conforti, Kobi Frumer",France,2018-03-28,2018,TV-Y,1 Season,Kids' TV,"Two quirky cats, Ollie and Moon, and their friend Stanley the snail travel the world, solving everyday problems and learning about different cultures.",2018,3
7662,s7663,Movie,One Heart: The A.R. Rahman Concert Film,Unknown,A.R. Rahman,India,2017-11-01,2017,TV-G,87 min,"Documentaries, International Movies, Music & Musicals","In this concert film, Indian musical maestro A.R. Rahman performs 15 of his most popular songs and reveals himself through interviews and clips.",2017,11
7666,s7667,TV Show,One Strange Rock,Unknown,Will Smith,United States,2019-02-02,2018,TV-PG,1 Season,"Docuseries, Science & Nature TV","Hosted by Will Smith, this series follows eight astronauts who share their unique perspectives on Earth, the fragile and beautiful planet we call home.",2019,2
7671,s7672,TV Show,Operation Gold Rush,Unknown,"Dan Snow, Felicity Ashton, Kevin Fong, Alisdair Simpson",United Kingdom,2019-02-01,2016,TV-14,1 Season,"British TV Shows, Reality TV",A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.,2019,2
7674,s7675,TV Show,Operation Ouch!,Unknown,"Chris van Tulleken, Xand van Tulleken",United Kingdom,2020-08-01,2012,TV-PG,1 Season,"British TV Shows, Kids' TV, TV Comedies",Drs. Chris and Xand van Tulleken take an entertaining approach to educate children about medicine and biology through experiments and hospital visits.,2020,8
7675,s7676,TV Show,Operation Proposal,Unknown,"Seung-ho Yoo, Eun-bin Park, Kyung-pyo Go, Ye-won Kim, Hyun Jin Lee, Jin-joo Park",South Korea,2016-07-01,2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","On Yi-seul's wedding day, her friend Baek-ho wishes he could turn back time to tell her he loves her. Soon he gets a chance to change everything.",2016,7
7685,s7686,Movie,Our Shining Days,Unknown,"Lulu Xu, Yuchang Peng, Mingjie Luo, Yongxi Liu, Zhongyu Han, Zhaohua Lu",China,2018-07-01,2017,TV-PG,103 min,"Comedies, Dramas, International Movies","In a battle of the bands, a percussions student and her musical kindred spirits set out to prove the merits of Chinese folk against the Western canon.",2018,7
7689,s7690,TV Show,P. King Duckling,Unknown,"Marc Thompson, Benjie Randall, Courtney Shaw",United States,2017-11-07,2016,TV-Y,1 Season,"Kids' TV, TV Comedies","P. King, the daring but hapless duck, teams up with best buddies Wombat and Chumpkins to find wacky and wild ways to solve their problems.",2017,11
7693,s7694,TV Show,Pacific Heat,Unknown,"Rob Sitch, Santo Cilauro, Tom Gleisner, Rebecca Massey, Lucia Mastrantone",Australia,2016-12-02,2016,TV-14,1 Season,"Crime TV Shows, TV Comedies","In this animated satire, a covert squad of operatives short on smarts but long on confidence tackles crime on the glitzy Gold Coast of Australia.",2016,12
7698,s7699,TV Show,Pajanimals,Unknown,"John Kennedy, Victor Yerrid, Donna Kimball, Alice Dinnean, Paul Currie, Michael Winsor, Josh Elwell, Sarah Lyle",United States,2020-03-31,2011,TV-Y,1 Season,Kids' TV,"From the comfort of their bedroom, the Pajanimals puppets explore a larger world through imaginary adventures, accompanied by friendships and songs.",2020,3
7709,s7710,TV Show,Parks and Recreation,Unknown,"Amy Poehler, Rashida Jones, Aziz Ansari, Nick Offerman, Aubrey Plaza, Chris Pratt, Jim O'Heir, Retta, Adam Scott, Rob Lowe, Paul Schneider",United States,2016-01-13,2015,TV-14,7 Seasons,TV Comedies,"In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy.",2016,1
7710,s7711,TV Show,Pasión de Gavilanes,Unknown,"Danna García, Mario Cimarro, Paola Rey, Jorge Cao, Juan Alfonso Baptista, Michel Brown, Gloria Gómez, Kristina Lilley, Natasha Klauss, Ana Lucía Domínguez, Zharick León, Lorena Meritano","Colombia, United States",2017-05-04,2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Three brothers seek to avenge the tragic death of a loved one, but become emotionally entangled with the daughters of those they hold responsible.",2017,5
7718,s7719,TV Show,Pawn Stars,Unknown,"Corey Harrison, Richard Harrison, Rick Harrison, Austin ""Chumlee"" Russell",United States,2019-09-15,2010,TV-14,1 Season,Reality TV,"Father Richard Harrison, son Rick and grandson Corey appraise an array of strange objects brought into their Gold & Silver Pawn Shop in Las Vegas.",2019,9
7721,s7722,TV Show,Pee-wee's Playhouse,Unknown,Paul Reubens,United States,2014-12-18,1990,TV-PG,5 Seasons,"Classic & Cult TV, Kids' TV, TV Comedies","Pee-wee Herman brings his stage show to the masses with this innovative live-action kids series that invites viewers into his quirky, childlike world.",2014,12
7725,s7726,TV Show,Penny Dreadful,Unknown,"Josh Hartnett, Eva Green, Timothy Dalton, Reeve Carney, Rory Kinnear, Billie Piper, Danny Sapani, Harry Treadaway","Ireland, United Kingdom, United States",2016-09-17,2016,TV-MA,3 Seasons,"TV Dramas, TV Horror, TV Mysteries","The classic tales of Dracula, Frankenstein, Dorian Gray and more are woven together in this horror series set on the dark streets of Victorian London.",2016,9
7729,s7730,TV Show,Person of Interest,Unknown,"Jim Caviezel, Michael Emerson, Taraji P. Henson, Kevin Chapman, Sarah Shahi, Amy Acker",United States,2016-09-22,2016,TV-14,5 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",Ex-CIA agent John Reese and enigmatic billionaire Mr. Finch use software that can predict future events to prevent violent crimes before they occur.,2016,9
7747,s7748,TV Show,Planet Earth II,Unknown,David Attenborough,United Kingdom,2017-12-25,2016,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV","In this sequel to the Emmy-winning ""Planet Earth"" series, viewers are treated to rich and intimate views of the natural diversity of our planet.",2017,12
7756,s7757,TV Show,Portlandia,Unknown,"Fred Armisen, Carrie Brownstein",United States,2019-09-25,2018,TV-14,8 Seasons,TV Comedies,"Fred Armisen and Carrie Brownstein send up the residents of Portland, Ore. Typical targets include artisanal light bulbs and feminist bookstores.",2019,9
7759,s7760,TV Show,Powder,Unknown,"Manish Chaudhary, Pankaj Tripathi, Geetika Tyagi, Rahul Bagga",India,2018-02-15,2010,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Two men who grew up in Mumbai's slums are drawn into the city's brutal narcotics trade, where they fight on opposite sides of the law.",2018,2
7761,s7762,TV Show,Power Rangers Dino Charge,Unknown,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",United States,2015-12-02,2015,TV-Y7,1 Season,Kids' TV,"In the time of dinosaurs, the ancient and powerful Energems were lost on Earth, and now the evil bounty hunter Sledge has returned to find them.",2015,12
7763,s7764,TV Show,Power Rangers Dino Thunder,Unknown,"James Napier, Kevin Duhaney, Emma Lahana, Jason David Frank, Jeffrey Parazzo, Katrina Devine, Tom Hern, Miriama Smith, Latham Gaines, James Gaylyn",United States,2016-01-01,2004,TV-Y7,1 Season,Kids' TV,"Dr. Tommy Oliver returns when his students discover the Dino Gems that morph them into the Dino Power Rangers, enabling them to stop the evil Mesogog.",2016,1
7764,s7765,TV Show,Power Rangers in Space,Unknown,"Tracy Lynn Cruz, Patricia Ja Lee, Christopher Khayman Lee, Justin Nimmo, Roger Velasco, Selwyn Ward, Melody Perkins, Paul Schrier, Jason Narvy, Mioko Fujiwara, Soichiro Hoshi, Yuji Kishimoto, Sanae Kobayashi, Tsuyoshi Takishita, Lex Lang","United States, France, Japan",2016-01-01,1998,TV-Y7,1 Season,Kids' TV,"With the Power Chamber destroyed, former Turbo Power Rangers T.J., Cassie, Carlos and Ashley search for Zordon, who's been abducted by Dark Specter.",2016,1
7765,s7766,TV Show,Power Rangers Jungle Fury,Unknown,"Jason Smith, Aljin Abella, Anna Hutchison, David de Lautour, Nikolai Nikolaeff, Sarah Thomson, Bede Skinner, Holly Shanahan, Kelson Henderson, Richard Simpson, Cameron Rhodes, Elisabeth Easther, Mark Wright, Derek Judge",United States,2016-01-01,2008,TV-Y7,1 Season,Kids' TV,The Power Rangers travel to California in search of their new master and find him running a pizza parlor – so they join the staff to be trained.,2016,1
7766,s7767,TV Show,Power Rangers Lightspeed Rescue,Unknown,"Michael Chaturantabut, Sean CW Johnson, Alison MacInnis, Keith Robinson, Sasha Craig, Monica Louwerens, Rhett Fisher, Ron Roggé, Jennifer L. Yen, Kim Strauss","France, Japan, United States",2016-01-01,2000,TV-Y7,1 Season,Kids' TV,"As demons rumble from their graves beneath Mariner Bay, a government organization called Lightspeed recruits five civilians to defend the city.",2016,1
7767,s7768,TV Show,Power Rangers Lost Galaxy,Unknown,"Archie Kao, Reggie Rolle, Danny Slavin, Valerie Vernon, Cerina Vincent, Russell Lawrence, Amy Miller, Melody Perkins, Kazuki Maehara, Eri Tanaka, Terence J. Rotolo, Hiroshi Tsuchida, Tom Whyte, Bob Papenbrook, Mari Maruta","United States, France, Japan",2016-01-01,1999,TV-Y7,1 Season,Kids' TV,"Five teenagers, transformed by the mystical powers of the Quasar Sabers into the Galaxy Power Rangers, battle the evil Scorpius and Captain Mutiny.",2016,1
7768,s7769,TV Show,Power Rangers Mystic Force,Unknown,"Firass Dirani, Angie Diaz, Richard Brancatisano, Melanie Vallejo, Nic Sampson, John Tui, Peta Rutter, Antonia Prebble, Barnie Duncan, Kelson Henderson, Donogh Rees, Geoff Dolan, Holly Shanahan",United States,2016-01-01,2006,TV-Y7,1 Season,Kids' TV,"When the wicked Undead Army is unleashed, sorceress Udonna empowers five teenagers – the Mystic Force Power Rangers – to save mankind.",2016,1
7769,s7770,TV Show,Power Rangers Ninja Storm,Unknown,"Pua Magasiva, Sally Martin, Glenn McMillan, Adam Tuominen, Jorgito Vargas Jr., Jason Chan, Katrina Browne, Katrina Devine, Grant McFarland, Peter Rowley, Megan Nicol, Bruce Hopkins","United States, New Zealand",2016-01-01,2003,TV-Y7,1 Season,Kids' TV,"When the elite warriors from the Wind Ninja Academy are captured by the evil Lothor, Shane, Tori and Waldo become Wind Power Rangers to fight back.",2016,1
7770,s7771,TV Show,Power Rangers Operation Overdrive,Unknown,"James Maclurcan, Caitlin Murphy, Samuell Benta, Rhoda Montemayor, Gareth Yuen, Dwayne Cameron, Rod Lousich, David Weatherley, Kelson Henderson, Gerald Urquhart, Ria Vandervis, Mark Ferguson","United States, New Zealand, Japan",2016-01-01,2007,TV-Y7,1 Season,Kids' TV,"To keep powerful jewels from falling into the hands of two wicked brothers, five young Power Rangers set out on a dangerous global adventure.",2016,1
7771,s7772,TV Show,Power Rangers RPM,Unknown,"Eka Darville, Ari Boyland, Rose McIver, Milo Cawthorne, Daniel Ewing, Mike Ginn, Li Ming Hu, Olivia Tennet, James Gaylyn, Adelaide Kane, Andrew Laing, Charlie McDermott, Mark Mitchinson",United States,2016-01-01,2009,TV-Y7,1 Season,Kids' TV,"The Power Rangers' new member, Dillon, isn't sure he wants to be on the team until he has a dream that sets the Rangers into action.",2016,1
7772,s7773,TV Show,Power Rangers S.P.D.,Unknown,"Brandon Jay McLaren, Chris Violette, Matt Austin, Monica May, Alycia Purrott, John Tui, Rene Naufahu, Michelle Langstone, Barnie Duncan, Kelson Henderson, Jim McLarty, Olivia James-Baird, Josephine Davison, Derek Judge, James Gaylyn","United States, New Zealand",2016-01-01,2005,TV-Y7,1 Season,Kids' TV,"When the Troobian Empire attacks Earth, the B-Squad Power Rangers Space Patrol Delta morphs into action to squash the alien threat and save the world.",2016,1
7773,s7774,TV Show,Power Rangers Samurai,Unknown,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu, Jeff Szusterman, Felix Ryan, Paul Schrier",United States,2016-01-01,2011,TV-Y7,1 Season,Kids' TV,"A new generation of Power Rangers must master the Symbols of Samurai Power, which give them control over the Earth's elements to battle dark forces.",2016,1
7774,s7775,Movie,"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",Unknown,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier",United States,2016-01-01,2011,TV-Y7,24 min,Movies,"On Christmas Eve, as the teens at Shiba House reflect on their first year together, they get an unexpected lesson on the true spirit of the holidays.",2016,1
7775,s7776,Movie,Power Rangers Samurai: Clash of the Red Rangers,Unknown,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu",United States,2016-01-01,2011,TV-Y7,46 min,Children & Family Movies,The Samurai Rangers team up with the RPM Ranger Red to fight off Master Xandred's Mooger army and a robotic villain from the RPM Ranger's dimension.,2016,1
7776,s7777,Movie,Power Rangers Samurai: Party Monsters (Halloween Special),Unknown,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier, Ricardo Medina Jr.",United States,2016-01-01,2011,TV-Y7,24 min,Movies,"On Halloween night, the creepiest creatures from the Netherworld trade war stories about their battles with the Samurai Power Rangers.",2016,1
7780,s7781,Movie,Power Rangers Super Samurai: Stuck on Christmas,Unknown,"Alex Heartman, Najee De-Tiege, Hector David Jr., Erika Fong, Brittany Anne Pirtle, Steven Skyler, Paul Schrier, Felix Ryan, Jeff Szusterman, Stig Alred, Kate Elliot",United States,2016-01-01,2012,TV-Y7,24 min,"Children & Family Movies, Sci-Fi & Fantasy",The Samurai Rangers get stuck in the Megazord's cockpit on Christmas Eve when it breaks down. Can the Rangers get out in time for Christmas?,2016,1
